efsaprodcode2_recoded,Alpha-Tocopherol,Calcium,Copper,Magnesium,"Niacin Equivalents, Total",Phosphorus,Potassium,Riboflavin,Thiamin,Total Iron,Total Selenium,Vitamin B-12,"Vitamin B-6, Total",Vitamin E; Alpha-Tocopherol Equiv From E Vitamer Activities,"Vitamin K, Total",Zinc,foodLevel1,foodLevel2,foodLevel3,foodLevel4,level1,level2,level3
"Jam, strawberries, SWEET Fructose",0.1397619423751587,2.807680042051051,0.06471707662416286,2.1316272948504063,0.1977964388712444,2.6790626642289577,4.022797410930052,0.01769957709940092,0.001998002662673056,0.32950927586596285,0.00029995500899797546,0.0,0.016716638032687626,0.10867501662565608,0.001998002662673056,0.07285208181267194,510,253,16,0,8,53,77
"Jam, sweet cherry",0.023716526617316044,2.344549292093078,0.060019396687843125,1.702147310538368,0.16805358499624973,2.344549292093078,4.389498649512583,0.017278435800272683,0.022041016591159424,0.6340036043110217,0.001998002662673056,0.0,0.011504991614323593,0.23269776411902143,0.0,0.0652525518712282,510,258,0,0,8,53,77
"Jam, sweet cherry, SWEET Fructose",0.019802627296179712,1.9459101490553132,0.03052920503482287,1.3862943611198906,0.09893994785490356,1.9459101490553132,3.6375861597263857,0.004987541511039074,0.004987541511039074,0.16889853646181394,0.0,0.0,0.004987541511039074,0.019802627296179712,0.0,0.03052920503482287,510,258,16,0,8,53,77
Jasmine infusion,0.039220713153281295,1.3873652161213836,0.014888612493750654,0.7592469822644691,0.0,1.6094379124341003,2.302585092994046,0.003992021269537453,0.009950330853168083,0.07696104113612832,9.999500033330834e-05,0.0,0.0,0.039220713153281295,0.0,0.039220713153281295,511,0,0,0,3,16,88
Jelly candies,0.262364264467491,3.3219480100080148,0.05669534367654527,0.9808292530117262,0.8960880245566356,1.8382794848629478,3.4339872044851463,0.0119285708652738,0.005982071677547464,0.27871340246902054,0.0006664445431605202,0.0,0.004987541511039074,0.0,0.0,0.06765864847381481,512,0,0,0,18,19,189
Jerusalem artichokes,0.09531017980432487,2.7269186854065928,0.1397619423751587,2.9885637840753785,1.0647107369924282,4.3694478524670215,6.219453483418669,0.05556985115481077,0.18232155679395465,1.5291570811732975,0.0003999200213269354,0.0,0.09140646632385152,0.18232155679395465,0.0,0.05826890812397577,513,0,0,0,19,48,125
"Jerusalem artichokes, PROCESS Baking",0.9932517730102833,3.3549040976913105,0.1628474469585757,3.2851984677992734,1.0981359847772283,4.31996124330442,6.186502525445593,0.05719015936780005,0.1385189341355617,1.2550460745099365,0.000699755114273342,0.0,0.13453089295760615,0.40466478793739524,0.0,0.4995624314872799,513,9,0,0,19,48,125
"Jerusalem artichokes, PROCESS Cooking in water",0.18481843699254183,2.882403588246988,0.12234404698394602,2.816263785742443,0.9590765111919326,4.1588830833596715,6.015808666926051,0.045383005847817695,0.14236724128692196,1.2742049076478383,0.000699755114273342,0.0,0.07045846364856141,0.18115420904194784,0.0,0.08026246374518226,513,11,0,0,19,48,125
"Jerusalem artichokes, PROCESS Steaming",0.18481843699254183,2.882403588246988,0.12234404698394602,2.816263785742443,0.9590765111919326,4.1588830833596715,6.015808666926051,0.045383005847817695,0.14236724128692196,1.2742049076478383,0.000699755114273342,0.0,0.07045846364856141,0.18115420904194784,0.0,0.08026246374518226,513,18,0,0,19,48,125
"Juice concentrate, black currant",0.0,2.9856819377004897,0.009950330853168083,1.0986122886681098,1.503092785221241,2.6016309240961415,4.532599493153256,0.0,0.0,0.18232155679395465,0.0,0.002995508979798479,0.4722332845730047,0.0,0.0,0.09531017980432487,515,49,0,0,9,34,36
"Juice concentrate, orange",0.09531017980432487,2.819676758338683,0.037295784743696894,2.1316272948504063,0.2978798974282269,2.7399179399502325,4.970804871298296,0.0200827001169434,0.03784614249011469,0.16551443847757338,4.199911802469523e-05,0.0,0.04004454953105875,0.09531017980432487,0.0,0.05921185963184609,515,182,0,0,9,34,36
"Juice concentrate, raspberry",0.0,1.3873652161213836,0.0,0.7592469822644691,0.33647223662121295,1.6094379124341003,2.1972245773362196,0.0,0.0,0.05414721807044643,0.0,0.0,0.0,0.0,0.0,0.019900661706336177,515,217,0,0,9,34,36
"Juice concentrate, sweet cherry",0.0,1.3873652161213836,0.0,0.7592469822644691,0.22314355131420976,1.6094379124341003,2.1972245773362196,0.0,0.0,0.05414721807044643,0.0,0.0,0.0,0.0,0.0,0.019900661706336177,515,258,0,0,9,34,36
"Juice, apple",0.009950330853168083,2.163323025660538,0.019900661706336167,1.7805861686299298,0.20805891960994888,2.033771504846648,4.714665000784373,0.04251199423735404,0.018658181818533348,0.1691398200918903,7.699703565216889e-05,0.0,0.04059339696525347,0.4061315526513249,0.0,0.054488185284069734,514,34,0,0,9,34,75
"Juice, apple, FORT Vitamin only supplements",0.41012091964435843,1.9859154836690125,0.05259245011917059,1.791759469228055,0.2615947376884625,2.4107986776342782,4.713383770628324,0.007826436249464021,0.012069724087330452,0.18469967919892205,0.0,0.0,0.03922071315328129,0.41012091964435843,0.005982071677547464,0.036469679781391415,514,34,3,0,9,34,75
"Juice, apple-carrot",0.0,2.65605490598383,0.04955177882924775,2.2407096892759584,0.3493884618877593,3.0096351787229825,5.071416766356115,0.01567647938500758,0.03459464476449906,0.2512255354411657,0.0,0.0,0.0756639039209896,0.4041308850950278,0.009950330853168083,0.08507617235511927,514,36,0,0,9,50,119
"Juice, apple-cherry",0.09531017980432487,2.4849066497880004,0.009950330853168083,2.302585092994046,0.18232155679395465,2.4849066497880004,4.955827057601261,0.009950330853168083,0.0295588022415444,0.33647223662121295,0.0,0.0,0.044973365642731154,0.09531017980432487,0.0,0.05826890812397577,514,37,0,0,9,34,75
"Juice, apple-cherry, FORT Combination of vitamin and mineral only supplements",1.791759469228055,2.772588722239781,0.009950330853168083,2.4849066497880004,2.302585092994046,2.4849066497880004,5.1647859739235145,0.009950330853168083,0.15272108701766388,0.09531017980432487,0.0009995003330835331,0.000499875041651048,0.4722332845730047,1.7847852054907187,0.0,0.07696104113612832,514,37,1,0,9,34,75
"Juice, apricot",0.40945712937770185,2.772588722239781,0.1275133202989596,2.302585092994046,0.5827741230785748,3.0376964726530233,5.488937726156687,0.03757100147861144,0.02844861617137019,0.46767950198164376,0.0,0.0,0.05042148590151608,0.35122009325576853,0.002995508979798479,0.0984222155109547,514,38,0,0,9,34,75
"Juice, apricot-orange",0.29042829811980614,2.7454377331738304,0.07032531672073006,2.436116485618568,0.38594244161930047,2.8743714165497236,5.069802271431916,0.018401085370891267,0.034401426717332394,0.3531688046094447,0.0,0.0,0.06458316299825134,0.21688400114306558,0.001998002662673056,0.06699086881627837,514,39,0,0,9,34,75
"Juice, apricot-orange, FORT Combination of vitamin and mineral only supplements",1.791759469228055,2.772588722239781,0.009950330853168083,2.4849066497880004,2.302585092994046,2.4849066497880004,5.1647859739235145,0.016997576368571094,0.15272108701766388,0.09531017980432487,0.0009995003330835331,0.000499875041651048,0.4722332845730047,1.7847852054907187,0.0,0.07696104113612832,514,39,1,0,9,34,75
"Juice, beetroot",0.04401688541677433,2.316769727986002,0.04974209189481407,2.833213344056216,0.30895420772732063,3.332204510175204,5.532259545104472,0.03564289180539732,0.01755921637210191,0.41645214797459307,0.0,0.0,0.04114194333117517,0.04401688541677433,0.004987541511039074,0.22724939649827455,514,48,0,0,9,68,202
"Juice, black currant",0.09531017980432487,3.5380565643793527,0.09893994785490358,2.7269186854065928,0.4041308850950277,3.3829364225275462,5.363302216637449,0.029170377299779855,0.028781801425452055,0.6932186065804748,0.00029995500899797546,0.0,0.05826890812397577,1.0560526742493137,0.0028459464499187652,0.23586232372198446,514,49,0,0,9,34,75
"Juice, blackberry",0.48057258059496977,3.5992672954242493,0.09803374027136541,3.2905318137746358,0.44596705141749426,3.279836524657888,5.174534223337175,0.032467190137501496,0.0246926125903715,0.6508359824882224,0.0,0.0,0.045383005847817695,0.48057258059496977,0.0,0.178146185383474,514,51,0,0,9,34,75
"Juice, carrot",0.8754687373538999,3.0404324524718978,0.045246477756950974,2.6552520155352393,0.4747246107125467,3.399290803391574,5.589386553388775,0.05340534814523774,0.06632264293107258,0.3302282939237489,0.0006283739602952984,0.0,0.16321154672593322,0.357674444271816,0.01587334915629015,0.1256252210534252,514,71,0,0,9,68,202
"Juice, celery",0.4193680132771558,3.9512437185814275,0.11064652008706366,2.772588722239781,0.669878553620591,4.248495242049359,5.966146739123692,0.04974209189481407,0.018821754240587758,0.34571510370239034,0.0,0.0,0.09893994785490356,0.4193680132771558,0.042101176018635396,0.3321773123383322,514,72,0,0,9,68,202
"Juice, cranberry",0.7884573603642702,2.763620052257021,0.08420983729181182,2.316769727986002,0.20585205420414876,2.531426665422893,4.672828834461906,0.03748844441099159,0.0344014267173324,0.5830931277865994,9.999500033330834e-05,0.0,0.04933423382376695,0.41607528722017995,0.0,0.3231181604098896,514,91,0,0,9,34,75
"Juice, elderberry",0.0,1.791759469228055,0.06952606264861023,3.6109179126442243,0.637558961889514,3.912023005428146,5.666426688112432,0.05826890812397577,0.0295588022415444,1.0438040521731147,0.0,0.0,0.08617769624105233,0.7134398838277077,0.0,0.22633844221072896,514,103,0,0,9,34,75
"Juice, grape",0.33647223662121295,2.5899099587979846,0.06471707662416287,2.2160930616406023,0.22997729089277483,2.63086056241108,4.875197323201151,0.034263390965853645,0.03357292625569107,0.34257601955923067,0.0007711311733459204,0.0,0.04004454953105875,0.37877884284565866,0.0,0.079603050598967,514,134,0,0,9,34,75
"Juice, grapefruit",0.262364264467491,2.496741107435003,0.019802627296179712,2.3075726345050844,0.2666408212347513,2.682976563550094,4.9865377425171955,0.016295082486502386,0.03550502732596202,0.2139586417371372,0.000574834750842476,0.0,0.017278435800272683,0.1722712209404532,0.002995508979798479,0.11077440550190641,514,137,0,0,9,34,75
"Juice, lemon",0.11332868530700319,2.366230358154402,0.04633818092214528,2.3713112622524526,0.15578200155934238,2.414637453941444,4.916847763996088,0.01221085738796695,0.030390633705009232,0.1995531881665199,0.000731161207914619,0.0,0.04742869357111091,0.21026092548319608,0.0,0.09394561284252784,514,152,0,0,9,34,75
"Juice, lime",0.09531017980432487,2.4485390056171252,0.04196419909903214,2.114532861491106,0.15614868248993136,2.2735975561207935,4.583508689206912,0.008534902449837406,0.026085370475674944,0.16126814759612226,0.0005141535147113815,0.0,0.034953379263427405,0.1512894475462261,0.002995508979798479,0.08879549878313117,514,155,0,0,9,34,75
"Juice, mango",0.7021069219314172,1.9859154836690125,0.05082890085928029,2.887192104978785,0.5613286059390974,2.995732273553991,4.325078282802986,0.023018738577000868,0.019522476012655294,0.8497234876020421,9.999500033330834e-05,0.0,0.10436001532424277,0.7147129584745059,0.0,0.08748745412311582,514,164,0,0,9,34,75
"Juice, mixed fruit",0.18232155679395465,2.3861381158123267,0.02615495747685121,2.2009214392175456,0.4096468287048381,2.4620278674030693,4.840806801549768,0.029420096367128248,0.04429025884657962,0.27589863391144465,0.00021247742507305806,0.0,0.06216964613882595,0.225341134857697,0.0009995003330835331,0.07762219818500594,514,173,0,0,9,34,75
"Juice, multi-vegetable",0.4054651081081644,2.8134107167600364,0.08010424424166145,2.379546134130174,0.7819208926133727,3.295836866004329,5.32219664033798,0.04226095871450941,0.05464600111332492,0.37114967769304397,0.0002506352550269022,0.0,0.11481567442858143,0.5596157879354227,0.018330956684723457,0.1837094820688027,514,175,0,0,9,68,202
"Juice, orange",0.18232155679395465,2.6005710405840987,0.030806290101710657,2.4872847721929676,0.3232215676795129,2.9231615807191558,5.176149732573829,0.021621700070933468,0.06310892832797675,0.1590772995922613,0.00040691719796618996,0.0,0.06965931603011198,0.15207710288034954,0.0,0.06779215091043256,514,182,0,0,9,34,75
"Juice, orange, FORT Vitamin only supplements",1.1939224684724346,2.651227865235514,0.04748318799906913,2.489657252546598,0.654183577208249,2.802494205018686,5.117651581065023,0.012422519998557155,0.11332868530700317,0.31689407392688784,0.00019998000266626675,0.00012499218815098065,0.20364030776967054,0.1955667835439753,0.0,0.06592149296246519,514,182,3,0,9,34,75
"Juice, orange-grapefruit",0.09531017980432487,2.4485390056171252,0.009950330853168083,2.302585092994046,0.19415601444095745,2.5199979695992702,4.972785069965158,0.012775191488722826,0.033711057342311695,0.34662460808523093,0.0,0.0,0.04141610371671696,0.08984070399978947,0.0,0.06364526516035618,514,185,0,0,9,34,75
"Juice, orange-grapefruit, FORT Combination of vitamin and mineral only supplements",1.791759469228055,2.6552520155352393,0.021202207650602985,2.4056572781338597,2.0559535603726222,2.517696472610991,5.146663566919366,0.012775191488722826,0.15272108701766388,0.09531017980432487,0.0008567757199817669,0.000499875041651048,0.4722332845730047,1.4350845252893227,0.0,0.06899287148695145,514,185,1,0,9,34,75
"Juice, orange-peach",0.09531017980432487,2.4311039437950237,0.021202207650602985,2.267697833993605,0.4243335924125472,2.517696472610991,4.99914091467052,0.008534902449837406,0.04879016416943199,0.2732933349996814,0.000499875041651048,0.0,0.07563741420562005,0.23111172096338664,0.0,0.05556985115481077,514,186,0,0,9,34,75
"Juice, orange-peach, FORT Combination of vitamin and mineral only supplements",1.791759469228055,2.772588722239781,0.009950330853168083,2.4849066497880004,2.302585092994046,2.4849066497880004,5.1647859739235145,0.008534902449837406,0.15272108701766388,0.09531017980432487,0.0009995003330835331,0.000499875041651048,0.4722332845730047,1.7847852054907187,0.0,0.07696104113612832,514,186,1,0,9,34,75
"Juice, peach",0.6795552270404783,1.9252908618525775,0.06672363204290818,2.302585092994046,0.5816568045265821,2.9444389791664403,4.998177059174214,0.03591856375752218,0.021761491781512692,0.2619246073929216,0.0,0.0,0.01924224622239495,0.5768380581595622,0.001998002662673056,0.12449064797237358,514,193,0,0,9,34,75
"Juice, pear",0.09531017980432487,2.2129729343043585,0.06952606264861023,1.992430164690206,0.19650619178591106,2.3581549441488563,4.90527477843843,0.026447170014848295,0.01587334915629015,0.1854120145015115,0.0009995003330835331,0.0,0.01615452447095015,0.32150362092729157,0.004987541511039074,0.09010183469718663,514,195,0,0,9,34,75
"Juice, pineapple",0.06297479916138844,2.828158573394592,0.055119299221079554,2.6100697927420065,0.31585294941847725,2.2192034840549946,4.832874748629863,0.018541327990853257,0.05584008490865094,0.25386672395705034,0.000633132862416588,0.0,0.08407850890499231,0.039605254592359425,0.0,0.08788004720543373,514,200,0,0,9,34,75
"Juice, pomegranate",0.4382549309311553,1.3873652161213836,0.06765864847381481,1.3862943611198906,0.18232155679395465,2.1972245773362196,5.303304908059076,0.0295588022415444,0.019802627296179712,0.18232155679395465,0.0,0.0,0.27002713721306015,0.4382549309311553,0.0,0.11332868530700317,514,206,0,0,9,34,75
"Juice, red currant",0.0,3.079285296372272,0.13453089295760615,2.6390573296152584,0.29703109101121733,3.079285296372272,5.388419201245223,0.0246926125903715,0.032467190137501496,0.6545548413669594,0.0,0.0,0.0426488961473495,0.4916428043492167,0.010939940038334362,0.2295231582782488,514,220,0,0,9,34,75
"Juice, strawberry-cherry",0.09531017980432487,2.4849066497880004,0.009950330853168083,2.302585092994046,0.18232155679395465,2.4849066497880004,4.955827057601261,0.009950330853168083,0.0295588022415444,0.33647223662121295,0.0,0.0,0.044973365642731154,0.09531017980432487,0.0,0.05826890812397577,514,254,0,0,9,34,75
"Juice, strawberry-cherry, FORT Combination of vitamin and mineral only supplements",1.791759469228055,2.772588722239781,0.009950330853168083,2.4849066497880004,2.302585092994046,2.4849066497880004,5.1647859739235145,0.009950330853168083,0.15272108701766388,0.09531017980432487,0.0009995003330835331,0.000499875041651048,0.4722332845730047,1.7847852054907187,0.0,0.07696104113612832,514,254,1,0,9,34,75
"Juice, tomato",0.371563556432483,2.477738160309388,0.07032531672073006,2.415913778301049,0.5941946611974492,3.032890421520924,5.465041726528323,0.02622453963601368,0.0426488961473495,0.35667494393873234,0.000279960807315797,0.0,0.09738594598816934,0.7031965164129468,0.004768612075102087,0.13428111151506858,514,262,0,0,9,68,202
"Juice, tomato-leafy vegetables",0.5538851132264376,2.7343675094195836,0.09414066501960344,2.458367094553388,0.6925041166958356,3.3433664728405743,5.431848759172559,0.036607411342796395,0.05164323315183845,0.3673181040372122,0.00031138008761692206,0.0,0.10590322550704853,0.5235443961737654,0.014691548742989755,0.2455198945725699,514,263,0,0,9,68,202
Juniper berry,0.0,6.025658913052238,0.6261309257071586,4.9185200051884514,2.25831967669603,6.154615419744767,6.5245058508019955,0.3220834991691133,0.3220834991691133,2.1550789558854557,0.0,0.0,0.18232155679395465,0.0,0.0,1.727842976812722,516,0,0,0,12,60,176
Kaki and similar-,0.0,2.3978952727983707,0.07306457085700514,2.322387720290225,0.37679124752355686,3.044522437723423,5.196284640982885,0.02566774674857779,0.02527780718426854,0.23744085601503415,0.0005998200719676155,0.0,0.057325066619269414,0.712949807856125,0.0,0.061283228416898525,517,0,0,0,8,33,116
Kales and similar-,0.6418538861723948,4.998177059174214,0.04196419909903214,3.332204510175204,1.482740259388143,4.250533978739207,6.009164124207383,0.19650619178591106,0.08748745412311582,0.8391010931830251,0.0015131403398104789,0.0,0.24350624583309435,0.9932517730102833,0.042101176018635396,0.2722057873122824,518,0,0,0,19,9,95
"Kales and similar-, PROCESS Baking",0.0,3.2188758248682006,0.12133228516752496,2.995732273553991,0.44916296337388373,3.8501476017100584,5.860786223465865,0.13102826240640408,0.048790164169432,0.33647223662121295,0.0,0.0,0.1397619423751587,0.0,0.0,0.0295588022415444,518,9,0,0,19,9,95
"Kales and similar-, PROCESS Cooking in water",0.9150900112976362,5.162333990676228,0.03853366400224291,2.6888188391743224,1.1534160807087837,4.208947944961104,5.240990871356319,0.13290619723060423,0.05624529866444881,0.8437200390393195,0.001998002662673056,0.0,0.13290619723060423,0.8855015730542747,0.042101176018635396,0.19297885126794265,518,11,0,0,19,9,95
"Kales and similar-, PROCESS Steaming",0.9150900112976362,5.162333990676228,0.03853366400224291,2.6888188391743224,1.1534160807087837,4.208947944961104,5.240990871356319,0.13290619723060423,0.05624529866444881,0.8437200390393195,0.001998002662673056,0.0,0.13290619723060423,0.8855015730542747,0.042101176018635396,0.19297885126794265,518,18,0,0,19,9,95
Kefir,0.0880108773227133,4.818667360250496,0.011137744410455924,2.6727683869575705,0.6269005347410191,4.532599493153256,5.0689042022202315,0.16822263241445298,0.04114194333117517,0.07138999608667293,0.0012991557316200499,0.0003719308251548299,0.04420825466432037,0.10436001532424277,0.001998002662673056,0.33074156191222787,519,0,0,0,14,25,194
Kidney bean (dry seeds),0.4350239103497087,4.697445462097262,0.5337605950484866,4.9185200051884514,1.983412353450894,6.069967608595926,6.5245058508019955,0.15500745554724008,0.37717340751605727,2.080232895143738,0.01587334915629015,0.0,0.3346849260471172,0.43178241642553783,0.0,1.4342905593881463,520,0,0,0,12,39,154
"Kidney bean (dry seeds), PROCESS Baking",0.45298462407614076,4.718498871295094,0.5596157879354227,4.9185200051884514,1.9655727105203236,6.115892125483034,6.5245058508019955,0.05826890812397577,0.37717340751605727,2.0860446928134078,0.0,0.0,0.31990721974651787,0.45298462407614076,0.0,1.4600093989421714,520,9,0,0,12,39,154
"Kidney bean (dry seeds), PROCESS Cooking in water",0.07696104113612832,3.9865118574188854,0.19556678354397528,3.8088822465086327,1.1562520681145243,4.870862240548258,5.848363703467308,0.04565600612251351,0.12059389629841559,1.1496750009180867,0.005982071677547464,0.0,0.09591605682982658,0.18564934688662932,0.00786895837869518,0.7342091462848076,520,11,0,0,12,39,154
"Kidney bean (dry seeds), PROCESS Steaming",0.18564934688662932,3.6888794541139363,0.1980308504991345,3.9512437185814275,1.1562520681145243,4.975583656037337,6.020618736760555,0.04797350426287604,0.14669437915080352,1.2062701633746193,0.005982071677547465,0.0,0.10975086395911919,0.18564934688662932,0.0,0.7690273908952634,520,18,0,0,12,39,154
"Kiwi fruits (green, red, yellow)",0.371563556432483,3.4021493093875375,0.12909657333440996,2.89591193827178,0.527261244514266,3.707631109164141,5.720780051024772,0.039907290591854855,0.01432547014464327,0.3606669652082698,0.0007140307336570204,0.0,0.0877491999693949,0.7207623475929186,0.0246926125903715,0.10384508225416227,521,219,38,0,8,33,116
"Knackwurst-type sausage, PROCESS Baking",0.26926348692776286,2.70805020110221,0.07881118042428978,3.1354942159291497,1.9154509415706047,4.770684624465665,5.402677381872279,0.1578580846155803,0.29490591754110057,0.6830968447064437,0.0,0.0015987213636970278,0.20863886511132804,0.26926348692776286,0.004987541511039074,1.1184149159642893,522,9,0,0,13,57,169
"Knackwurst-type sausage, PROCESS Cooking in water",0.3133498192003587,3.1116087309397926,0.06952606264861023,2.8982769374032777,1.8856834072577981,5.224978329457192,5.0369526024136295,0.1548035279000623,0.3392235503249765,0.8959713996804174,0.0055559655706812466,0.0008681944386874649,0.15944277440902355,0.19359114905218544,0.005982071677547465,0.8997547632340555,522,11,0,0,13,57,169
"Knackwurst-type sausage, PROCESS Steaming",0.26926348692776286,2.725047777470781,0.07920719389392303,3.1354942159291497,1.7998221166514057,5.109402694284438,5.307560233629214,0.1578580846155803,0.29490591754110057,0.634306680537012,0.0,0.0015987213636970278,0.20863886511132804,0.26926348692776286,0.004987541511039074,0.9740204110823959,522,18,0,0,13,57,169
"Knackwurst-type sausage, QUAL Low fat (naturally or reduced), PROCESS Cooking in water",0.0,3.1354942159291497,0.05826890812397577,2.3978952727983707,1.6094379124341003,5.017279836814924,4.770684624465665,0.07696104113612832,0.37717340751605727,0.7419373447293773,0.006975613736425242,0.0004399032283852997,0.08709470685093376,0.0,0.0,0.8754687373538999,522,23,5,0,13,57,169
Kohlrabies,0.1397619423751587,3.967592856582957,0.06538637589283976,3.4567672328169663,1.0986122886681098,3.880089958325137,5.871312636452854,0.04442691754170176,0.05611024565593777,0.4078432305131318,0.0008425021382402902,0.0,0.09569971431551544,0.33647223662121295,0.006975613736425243,0.20561946901877648,523,0,0,0,19,9,186
"Kohlrabies, PROCESS Baking",0.06765864847381481,3.8703077549306757,0.0543528947474364,3.4648426468225115,0.9075094317239585,3.904278810694715,5.655991810819852,0.033296606828677335,0.04401688541677433,0.3648415066051258,0.000499875041651048,0.0,0.10500330900998453,0.31188676114859837,0.007968169649176874,0.20165722167212308,523,9,0,0,19,9,186
"Kohlrabies, PROCESS Cooking in water",0.0,4.070734696582967,0.03169244673248972,3.295836866004329,0.8919980393051105,3.8543938925915096,5.527840524826286,0.03072317264284058,0.042867900227175806,0.3830831572150339,0.0009995003330835331,0.0,0.06147132208810105,0.353469812989784,0.006975613736425243,0.1736171161638083,523,11,0,0,19,9,186
"Kohlrabies, PROCESS Steaming",0.0,3.5779478934066544,0.01390290516899142,2.667228206581955,0.3646431135879093,3.6109179126442243,5.680172609017068,0.017839918128331,0.06952606264861023,0.3074846997479606,0.0009995003330835331,0.0,0.09531017980432487,0.0,0.0,0.1239859797809912,523,18,0,0,19,9,186
Kringles,1.5606677480646711,3.641338509344936,0.16066006001277525,3.4701902531491067,1.0777290777516855,4.4950363915776075,5.56177992876459,0.06565397022143682,0.0609606997896872,0.5996211225491218,0.006975613736425242,9.999500033330834e-05,0.02942009636712825,1.4579636478102502,0.001998002662673056,0.5119678283447676,524,0,0,0,10,26,210
Lactose,0.0,1.3873652161213836,0.014888612493750654,0.7592469822644691,0.0,1.6094379124341003,2.1972245773362196,0.0,0.0,0.2546422183735807,0.0,0.0,0.0,0.0,0.0,0.019900661706336177,525,0,0,0,14,42,113
Lager beer,0.0,1.8495790401168812,0.015451437892032745,2.160033549010139,0.5356575994671723,2.8791984572980396,3.6375861597263857,0.029697488879309165,0.004489905272852053,0.05414721807044643,0.00034279838077788747,3.1999488010922407e-05,0.047156176877777,0.0,0.0,0.019900661706336177,526,0,0,0,1,7,5
Lamb's lettuces,0.0,4.289911345766076,0.12892078006683938,3.163785858550241,0.5382462193419828,3.529297384289471,5.983432375410718,0.08250122151174369,0.06466351332572215,1.0966102859974367,0.0008995952428360929,0.0,0.20766436446574968,0.5405785819153384,0.0,0.23269776411902143,527,0,0,0,19,37,99
Laminated doughs,0.6081338062329886,3.834833366737016,0.0780715354201555,2.3608540011180215,1.0521194835473613,3.9262076404201025,4.360365137892702,0.022460157358734658,0.10641710013295069,0.5444814309632566,0.0,0.0,0.04114194333117518,0.8251398900184422,0.002995508979798479,0.3221870134800593,528,0,0,0,10,51,157
"Laminated doughs, PROCESS Baking",0.6081338062329886,2.725047777470781,0.06471707662416287,2.3675699430834585,0.6856189141391538,3.8317421741673434,4.38434537289284,0.023716526617316044,0.034815419685364904,0.3249778571954778,0.0,0.0,0.025946181944585173,1.3176942696276337,0.002995508979798479,0.25663358975850603,528,9,0,0,10,51,157
Land cresses,0.5306282510621704,5.310387090635367,0.09140646632385152,3.5221499920798176,1.142173385562864,3.7612001156935624,6.130294378183713,0.14224333322654414,0.14224333322654414,1.3083328196501787,0.0,0.0,0.24686007793152576,0.6951451832226183,0.0,0.2678437302321166,529,0,0,0,19,37,99
Largemouth black bass,0.0,3.091042453358316,0.0,0.7592469822644691,0.0,5.198497031265826,2.1972245773362196,0.06765864847381481,0.06765864847381481,0.7419373447293773,0.0,0.0,0.0,0.0,0.0,0.019900661706336177,530,0,0,0,6,27,74
Lasagna,0.5877866649021191,4.564348191467836,0.08136929988832785,2.9578820494228935,1.2081071034643909,4.642741187466703,5.431848759172559,0.1041025819337105,0.12385977292779156,0.6423800635062922,0.002482630007990659,0.0005427098492222245,0.11000684757756554,0.6664951495625188,0.002995508979798479,0.7026023393307004,531,0,0,0,4,22,142
Laurel,1.252762968495368,5.233397820448721,0.13627761829254784,3.1570004211501135,0.8613215166280075,3.8317421741673434,5.811568617528866,0.15333401992070234,0.031637084943182556,1.4680279461465608,0.000899595242836093,0.0,0.30877063728164683,1.1458138901524038,0.042101176018635396,0.6903575789511976,532,0,0,0,19,6,3
Laver,0.0,4.2626798770413155,0.23507212217948356,1.0986122886681098,1.3182831505033468,4.07753744390572,5.877735781779639,0.37156355643248307,0.09531017980432487,1.0296194171811581,0.0,0.0,0.1484200051182733,0.0,0.0,0.7178397931503169,533,0,0,0,19,40,159
"Laver, PROCESS Cooking in water",0.0,3.828641396489095,0.14669437915080352,1.0986122886681098,0.939225703156651,3.58351893845611,5.298317366548036,0.20048886074940359,0.032467190137501496,0.6971392018294827,0.0,0.0,0.05164323315183845,0.0,0.0,0.48427628853245414,533,11,0,0,19,40,159
"Laver, PROCESS Steaming",0.0,3.828641396489095,0.14669437915080352,1.0986122886681098,0.939225703156651,3.58351893845611,5.298317366548036,0.20048886074940359,0.032467190137501496,0.6971392018294827,0.0,0.0,0.05164323315183845,0.0,0.0,0.48427628853245414,533,18,0,0,19,40,159
Leavened bread doughs-deprecated,0.38185524246903063,3.58351893845611,0.06485097231961633,2.6390573296152584,1.191495282814823,4.454347296253507,5.003946305945459,0.13889199886661863,0.10705907229340779,0.4523486940070148,0.0,0.00019998000266626675,0.055434706888100586,0.38185524246903063,0.001998002662673056,0.4811908186362999,534,0,0,0,10,51,157
"Leavened bread doughs-deprecated, PROCESS Baking",0.0,4.065258981327004,0.16330861761202395,3.414442608412176,1.397234301158225,4.562680134367139,4.739001533621612,0.06034222900616173,0.16551443847757338,0.9046229270064731,0.018821754240587758,0.0,0.06952606264861025,0.4898062565419153,0.002995508979798479,0.7180348960677243,534,9,0,0,10,51,157
"Leavened bread doughs-deprecated, PROCESS Cooking in water",0.26926348692776286,3.4339872044851463,0.04974209189481407,2.302585092994046,0.9462378082421072,4.143134726391533,4.74493212836325,0.08709470685093376,0.06015392281974709,0.33647223662121295,0.0,0.00019998000266626675,0.03343477608623739,0.26926348692776286,0.0009995003330835331,0.3674170404706345,534,11,0,0,10,51,157
