efsaprodcode2_recoded,Alpha-Tocopherol,Calcium,Copper,Magnesium,"Niacin Equivalents, Total",Phosphorus,Potassium,Riboflavin,Thiamin,Total Iron,Total Selenium,Vitamin B-12,"Vitamin B-6, Total",Vitamin E; Alpha-Tocopherol Equiv From E Vitamer Activities,"Vitamin K, Total",Zinc,foodLevel1,foodLevel2,foodLevel3,foodLevel4,level1,level2,level3
Acidophilus milk,0.08525984395082342,4.816819357876566,0.006975613736425243,2.533696813957432,0.6714856837787659,4.568802541817217,5.039731668583895,0.16672435998028665,0.03274373881183038,0.054488185284069734,0.001411859999307841,0.0002028365701291083,0.0388085403096361,0.2015793733983692,0.0009995003330835331,0.35667494393873234,0,0,0,0,14,25,146
"Acidophilus milk, QUAL Semi-skimmed",0.03633192924739028,4.7025561319762605,0.044973365642731154,2.4184615503798477,0.5247285289349822,4.447680604895319,4.9375524373577795,0.14940474178081276,0.02719818182990586,0.06485097231961633,0.0009995003330835331,0.00023568650946679395,0.037295784743696894,0.02208759646400479,0.0,0.3272461332479202,0,25,0,0,14,25,146
"Acidophilus milk, QUAL Skim",0.0,4.773103005329946,0.005186526687300062,2.586689344097943,0.5376622777195503,4.552372000421121,5.015385896854854,0.1601733235709438,0.034263390965853645,0.0880108773227133,0.0010851253242165776,0.00022283231389288782,0.0394954006979284,0.08617769624105233,0.0,0.3496503290017679,0,26,0,0,14,25,146
Alcoholic sweet sauce,0.6232610530957788,3.295836866004329,0.08065790301745447,2.0794415416798357,0.6709015716126256,4.564348191467836,4.189654742026425,0.08342160813907239,0.03633192924739028,0.8411360582733947,0.0,0.0003999200213269354,0.04018178963283184,0.6232610530957788,0.001998002662673056,0.5370779949100565,1,0,0,0,16,18,47
Alcopop and flavoured wine,0.0,1.6486586255873816,0.03052920503482287,0.7592469822644691,0.0,1.9459101490553132,2.1972245773362196,0.0,0.0,0.05414721807044643,0.0,0.0,0.0009995003330835331,0.0,0.0,0.019900661706336177,2,0,0,0,1,45,117
Ale beer,0.0,1.791759469228055,0.04879016416943201,2.302585092994046,0.6642331703953029,3.153956278768885,3.784189633918261,0.039220713153281295,0.0009995003330835331,0.05414721807044643,0.0,9.999500033330834e-05,0.033711057342311695,0.0,0.0,0.10735851832049936,3,0,0,0,1,7,5
Alfalfa sprouts,0.1397619423751587,3.4965075614664802,0.14755756435761466,3.332204510175204,0.8683601981166051,4.2626798770413155,4.382026634673881,0.09427067867121998,0.05988485245622409,0.6931471805599453,0.0009995003330835331,0.0,0.03066775716528352,0.07138999608667293,0.03004412134837667,0.6448568914321643,4,0,0,0,19,38,185
"Alfalfa sprouts, PROCESS Cooking in water",0.09075436326846414,3.5263605246161616,0.15357908792830066,3.2188758248682006,0.8346467428336448,4.2626798770413155,4.189654742026425,0.10526051065749295,0.06109509935981088,0.6392188385343898,0.0,0.0,0.028587456851912555,0.09075436326846414,0.03004412134837667,0.6184236343640088,4,11,0,0,19,38,185
"Alfalfa sprouts, PROCESS Steaming",0.08984070399978947,3.4495339282234463,0.15382409589228507,3.258096538021482,0.8549015321282079,4.449351449060136,4.721046643373893,0.12095261041766252,0.07005896966894909,0.6875601736911615,0.0,0.0,0.04947020499808753,0.08984070399978947,0.03004412134837667,0.5461376088840535,4,18,0,0,19,38,185
Allspice fruit,0.0,6.025658913052238,0.5179430915348546,4.6760279840845556,1.6389967146756448,4.580584710515477,6.5245058508019955,0.09790421498137149,0.08223809823697209,1.9397688810332308,0.004987541511039074,0.0,0.19650619178591106,1.7047480922384253,0.0,0.6931471805599453,5,0,0,0,12,60,176
Almond drink,0.0295588022415444,2.807680042051051,0.0,2.8622008809294686,0.09531017980432487,3.500827222610997,3.9318256327243257,0.016997576368571094,0.030944803849421557,0.2732933349996814,0.000499875041651048,0.0,0.048790164169432,0.2577381960787088,0.0,0.15822400521489416,6,0,0,0,15,41,114
Almonds sweet,1.791759469228055,5.4411800866014435,0.6261309257071586,4.9185200051884514,2.114636304416564,6.154615419744767,6.5245058508019955,0.41314979086671205,0.20817493562028846,1.5509003968097883,0.0019552301482842773,0.0,0.0893182379481972,1.7847852054907187,0.0,1.4160611861060053,7,0,0,0,12,49,195
"Almonds sweet, PROCESS Baking",1.791759469228055,5.204791308537213,0.6261309257071586,4.9185200051884514,2.104552185349938,6.130294378183713,6.5245058508019955,0.37510407940709956,0.16393934879590502,1.5511124312813296,0.0034227072775022305,0.0,0.06485097231961631,1.7847852054907187,0.0,1.447087036041502,7,9,0,0,12,49,195
"Almonds sweet, PROCESS Cooking in water",1.791759469228055,4.382026634673881,0.5726730270920708,4.9185200051884514,1.9441943922718101,5.808142489980444,6.393590753950631,0.13889199886661863,0.14928170271575444,1.3612329305245194,0.0,0.0,0.017839918128331,1.7847852054907187,0.0,1.392027892967651,7,11,0,0,12,49,195
"Almonds sweet, PROCESS Steaming",1.791759469228055,4.382026634673881,0.5726730270920708,4.9185200051884514,1.9441943922718101,5.808142489980444,6.393590753950631,0.13889199886661863,0.14928170271575444,1.3612329305245194,0.0,0.0,0.017839918128331,1.7847852054907187,0.0,1.392027892967651,7,18,0,0,12,49,195
Amaranth flour,0.09531017980432487,5.3706380281276624,0.5749265491725143,4.9185200051884514,1.668272698154993,6.1224928095143865,5.905361848054571,0.1889660995126232,0.07696104113612832,2.150598735996164,0.0,0.0,0.20130685670503531,0.09531017980432487,0.0009995003330835331,1.430311246536665,8,0,0,0,10,14,22
American persimmons,0.832909122935104,3.1975062562747607,0.22997729089277483,3.6450768314555435,0.7052169046472757,3.5533051598596135,5.7305634973338435,0.0940106344622393,0.05123614989769241,0.3095833364048819,0.0007996801705643322,0.0,0.17515306731534205,0.4599532933922341,0.007968169649176874,0.3955109677239306,9,0,0,0,8,33,116
Amphibians and Reptiles,0.5877866649021191,2.9444389791664403,0.0,3.1780538303479458,0.7884573603642702,4.997212273764115,5.739792912179234,0.22314355131420976,0.13102826240640408,0.9162907318741551,0.014001519635813609,0.0,0.4722332845730047,0.5877866649021191,0.0,1.0986122886681098,10,0,0,0,6,0,1
Anchovies,0.6931471805599453,4.605170185988092,0.12801621193641247,3.179837952141447,2.606231553765013,5.1656019674408435,5.4662501858898915,0.21741287660522474,0.05826890812397577,1.4596112040868967,0.03489819771612281,0.001179304347193096,0.14607736179304087,0.4027948795522855,0.0,1.1644891994768036,11,0,0,0,6,27,107
"Anchovies, PROCESS Baking",0.44468582126144574,4.59511985013459,0.2151113796169455,3.8066624897703196,2.606231553765013,5.53338948872752,5.648974238161206,0.23901690047049992,0.019802627296179712,1.7909257884794776,0.0,0.0005998200719676155,0.14323416808590783,0.44468582126144574,0.0,0.7490548124982412,11,9,0,0,6,27,107
"Anchovies, PROCESS Cooking in water",0.49469624183610705,4.633341062954788,0.2151113796169455,3.587479339672207,2.606231553765013,5.392977984783566,5.43932077401126,0.1959191650593383,0.019802627296179712,1.5902550930173265,0.019802627296179712,0.0005998200719676155,0.19767921244827444,0.4498009219282161,0.0,0.8556303951342356,11,11,0,0,6,27,107
"Anchovies, PROCESS Frying",0.44468582126144574,4.59511985013459,0.2151113796169455,3.8066624897703196,2.606231553765013,5.53338948872752,5.648974238161206,0.25541711186450544,0.019802627296179712,1.7909257884794776,0.0,0.0005998200719676155,0.128393214768399,0.44468582126144574,0.0,0.7490548124982412,11,14,0,0,6,27,107
"Anchovies, PROCESS Steaming",0.4498009219282161,4.6443908991413725,0.2151113796169455,3.8066624897703196,2.606231553765013,5.5254529391317835,5.575949103146316,0.21430460264700543,0.019802627296179712,1.7828868907244566,0.0,0.0005998200719676155,0.11867152971749864,0.4498009219282161,0.0,0.7765687886990177,11,18,0,0,6,27,107
Angelica (leaves and stems),1.3609765531356006,5.993961427306569,0.07045846364856141,3.5553480614894135,1.2237754316221157,3.744787086052232,6.393590753950631,0.29266961396282,0.11778303565638346,0.9555114450274363,9.999500033330834e-05,0.0,0.025667746748577788,1.3609765531356006,0.0,0.7419373447293773,12,0,0,0,19,6,3
Anglerfish and monkfish,0.6931471805599453,2.995732273553991,0.014184634991956433,3.2646683031847163,1.6973702937404462,5.484796933490655,5.693251022603859,0.05826890812397577,0.0426488961473495,0.26675023641074536,0.03536714383729131,0.0018554204994600898,0.1508800309591356,0.6312717768418579,0.0,0.3794144309082218,13,0,0,0,6,27,106
"Anglerfish and monkfish, PROCESS Baking",0.7443154671343447,3.1039458581942236,0.011363758650315086,3.500827222610997,1.9443374844949919,5.718905636230422,5.675774849669297,0.06632264293107258,0.027476191284017838,0.31533198040434984,0.0,0.0020977980821461294,0.13190507087993858,0.7443154671343447,0.0,0.48462830824919323,13,9,0,0,6,27,106
"Anglerfish and monkfish, PROCESS Cooking in water",0.7443154671343447,3.258096538021482,0.011928570865273802,3.5263605246161616,1.7238374527425966,5.455321115357702,5.4638318050256105,0.06203539091945264,0.022739486969489426,0.2768738737351776,0.0,0.0020977980821461294,0.13190507087993858,0.7443154671343447,0.0,0.46561903092791146,13,11,0,0,6,27,106
"Anglerfish and monkfish, PROCESS Frying",0.7443154671343447,3.258096538021482,0.011928570865273802,3.5263605246161616,1.7238374527425966,5.455321115357702,5.4638318050256105,0.06203539091945264,0.022739486969489426,0.2768738737351776,0.0,0.0020977980821461294,0.13190507087993858,0.7443154671343447,0.0,0.46561903092791146,13,14,0,0,6,27,106
"Anglerfish and monkfish, PROCESS Steaming",0.7443154671343447,3.258096538021482,0.011928570865273802,3.5263605246161616,1.7238374527425966,5.455321115357702,5.4638318050256105,0.06203539091945264,0.022739486969489426,0.2768738737351776,0.0,0.0020977980821461294,0.13190507087993858,0.7443154671343447,0.0,0.46561903092791146,13,18,0,0,6,27,106
Anise seed,0.0,6.025658913052238,0.6261309257071586,4.9185200051884514,1.7257977135502958,6.089044875446846,6.5245058508019955,0.18232155679395465,0.262364264467491,2.1550789558854557,0.004987541511039074,0.0,0.18232155679395465,0.0,0.0,1.727842976812722,14,0,0,0,12,60,177
Aniseed myrtle,0.9555114450274363,4.05871738457895,0.08617769624105233,2.6390573296152584,0.7807000775678069,3.9889840465642745,5.537334267018537,0.18232155679395465,0.06765864847381481,0.832909122935104,9.999500033330834e-05,0.0,0.1988508587451652,0.9555114450274363,0.042101176018635396,0.3784364357202451,15,0,0,0,19,6,3
Apple chutney,0.16296882827813966,2.849880396541428,0.06531946612064256,2.6079667425452273,0.3415613061286842,3.147840051751449,4.899969726208736,0.011363758650315086,0.023065272930996097,0.5302079946996076,0.0009995003330835331,0.0,0.061632517080659,0.1707549204224892,0.001998002662673056,0.12295482405877746,16,0,0,0,16,18,28
Apple strudel,0.6221880916194514,3.373679352768263,0.09712671073072274,2.64414639912273,0.5169212930808295,3.5961374024153216,5.02105698955867,0.017418835940903456,0.05570497716001604,0.5594525093000694,0.00013999020091457065,0.0,0.041690188958942595,0.7281281494551908,0.003992021269537453,0.20189073013786593,17,0,0,0,10,26,153
Apples and similar-,0.178146185383474,1.5229458810806569,0.033849169351370396,1.8718021769015913,0.29458675162531067,2.4522358674984517,4.763394191202986,0.016013946696064815,0.016295082486502386,0.144471332662857,0.00023330611534493807,0.0,0.04892620933663727,0.3393253056036194,0.005982071677547464,0.06422597229927127,18,0,0,0,8,33,143
"Apples and similar-, PROCESS Baking",0.42787870294506447,2.302585092994046,0.04130187935710586,2.1972245773362196,0.2878070646399319,2.833213344056216,5.1029105702054265,0.015709293705179848,0.01456015133132971,0.21913552991667096,0.0,0.0,0.04640637281415574,0.4351533518099892,0.005982071677547465,0.04305948946044698,18,9,0,0,8,33,143
"Apples and similar-, PROCESS Cooking in water",0.4421184257561999,1.8607523407150064,0.04810966057052732,1.6916760106710724,0.30580261356497584,2.330755969960742,4.537197202401885,0.008534902449837406,0.008534902449837406,0.19002986652978535,0.0,0.0,0.036056371240686585,0.339040364726923,0.005982071677547464,0.04947020499808753,18,11,0,0,8,33,143
"Apples and similar-, PROCESS Steaming",0.4421184257561999,1.8607523407150064,0.04810966057052732,1.6916760106710724,0.30580261356497584,2.330755969960742,4.537197202401885,0.008534902449837406,0.008534902449837406,0.19002986652978535,0.0,0.0,0.036056371240686585,0.339040364726923,0.005982071677547464,0.04947020499808753,18,18,0,0,8,33,143
Apricots,0.18232155679395465,2.9399174944475948,0.06284065200175337,2.3335298968434675,0.6693666518945419,2.926229067787017,5.580268764290833,0.04374343723350083,0.03784614249011469,0.42806494002540535,0.0005531803008938087,0.0,0.05799933001208576,0.4700036292457356,0.002995508979798479,0.14620079572518552,19,0,0,0,8,33,187
Arbutus berries,0.6931471805599453,3.879499813722586,0.06015392281974709,3.4965075614664802,1.0715836162801904,4.039536325727106,5.7745515455444085,0.05826890812397577,0.06765864847381481,0.6418538861723948,0.0005998200719676155,0.0,0.16551443847757338,0.6931471805599453,0.0,0.19062035960864973,20,0,0,0,8,33,116
Arrowroots,0.0,2.3978952727983707,0.1484200051182733,3.9512437185814275,1.3820353041995073,5.1647859739235145,6.5245058508019955,0.07045846364856141,0.15700374880966478,1.2725655957915476,0.0,0.0,0.09531017980432487,0.0,0.0,0.262364264467491,21,0,0,0,17,62,160
"Arrowroots, PROCESS Baking",0.0,2.3978952727983707,0.14323416808590783,3.912023005428146,1.3220224710997504,5.135798437050262,6.5245058508019955,0.06672363204290818,0.13540463700620295,1.252762968495368,0.0,0.0,0.08157998699242289,0.0,0.0,0.25386672395705034,21,9,0,0,17,62,160
"Arrowroots, PROCESS Cooking in water",0.0,2.3978952727983707,0.1380212978973747,3.871201010907891,1.2742448573112677,5.117993812416755,6.5245058508019955,0.0639133257436528,0.1275133202989596,1.2383742310432684,0.0,0.0,0.07417939817425151,0.0,0.0,0.24529635595534308,21,11,0,0,17,62,160
"Arrowroots, PROCESS Steaming",0.0,2.3978952727983707,0.1380212978973747,3.871201010907891,1.2742448573112677,5.117993812416755,6.5245058508019955,0.0639133257436528,0.1275133202989596,1.2383742310432684,0.0,0.0,0.07417939817425151,0.0,0.0,0.24529635595534308,21,18,0,0,17,62,160
"Artificial sweeteners (e.g., aspartam, saccharine)",0.0,1.3873652161213836,0.0,0.7592469822644691,0.0,1.6094379124341003,2.1972245773362196,0.0,0.0,0.05414721807044643,0.0,0.0,0.0,0.0,0.0,0.019900661706336177,22,42,29,0,0,30,132
Asian-style noodles other than glass noodles,0.49469624183610705,2.995732273553991,0.23901690047049992,2.9813435361018916,1.7354410386378314,4.145399733022385,5.593471453838519,0.01587334915629015,0.02566774674857779,1.0116009116784799,0.019802627296179712,0.0,0.027476191284017838,0.49469624183610705,0.0,0.8754687373538999,23,0,0,0,10,51,140
"Asian-style noodles other than glass noodles, PROCESS Cooking in water",0.4737466155245699,2.575878427993727,0.08617769624105233,1.9252908618525775,1.052568350166703,3.970291913552122,4.398146016553765,0.007968169649176874,0.009950330853168083,0.371563556432483,0.0009995003330835331,0.0,0.012916225266546328,0.33904036472692295,0.0,0.371563556432483,23,11,0,0,10,51,140
"Asian-style noodles other than glass noodles, PROCESS Steaming",0.4737466155245699,2.575878427993727,0.08617769624105233,1.9252908618525775,1.052568350166703,3.970291913552122,2.496741107435003,0.007968169649176874,0.009950330853168083,0.371563556432483,0.0009995003330835331,0.0,0.012916225266546328,0.33904036472692295,0.0,0.371563556432483,23,18,0,0,10,51,140
Asparagus,0.7419373447293773,3.2690256085536724,0.10551764616932371,2.816263785742443,0.9038132103630424,4.131732094293721,5.429345628954441,0.09660803851992482,0.14323416808590783,0.5758104738554034,0.0007711311733459204,0.0,0.05584008490865094,0.9828272556743993,0.038258712117090345,0.4457841190105083,24,0,0,0,19,12,203
"Asparagus, PROCESS Baking",1.1653359207110179,3.367295829986474,0.15614868248993136,2.995732273553991,0.908661704709664,3.912023005428146,5.41610040220442,0.10436001532424277,0.10705907229340779,0.5567545556543905,0.0,0.0,0.05259245011917058,1.1653359207110179,0.042101176018635396,0.3987761199573677,24,9,0,0,19,12,203
"Asparagus, PROCESS Cooking in water",0.22314355131420976,2.997397552873052,0.10466027054343291,2.4538745405402715,0.8641549774536265,3.8147776209893105,5.045573345457536,0.07076907088820725,0.0717003141651911,0.5709795465857378,0.0007330645758289756,0.0,0.04608810419275497,0.81110797819351,0.038258712117090345,0.4146450652920215,24,11,0,0,19,12,203
"Asparagus, PROCESS Steaming",0.22314355131420976,3.104586678466073,0.11124317881598178,2.5355469532455936,0.9128849387393222,3.9086841041626315,5.294141995137556,0.08816349082930482,0.10660973505825823,0.5527350268432003,0.001465592161609968,0.0,0.05653785096025785,0.7207623475929187,0.04018178963283184,0.39597578208704876,24,18,0,0,19,12,203
Aspartame,0.0,1.3873652161213836,0.0,0.7592469822644691,0.0,1.6094379124341003,2.1972245773362196,0.0,0.0,0.05414721807044643,0.0,0.0,0.0,0.0,0.0,0.019900661706336177,25,0,0,0,0,30,132
Ass milk,0.09531017980432487,4.709530201312334,0.0246926125903715,2.302585092994046,0.41012091964435843,4.127134385045092,4.2626798770413155,0.06203539091945264,0.04018178963283184,0.05414721807044643,0.0,9.999500033330834e-05,0.0344014267173324,0.09531017980432487,0.0009995003330835331,0.1397619423751587,26,0,0,0,14,43,111
Atlantic salmon,0.0,3.044522437723423,0.04783732941416012,3.2648047567566008,2.5385658931097472,5.531411248715415,5.903998521326706,0.17535288747786126,0.1612681475961223,0.46058440732924394,0.026276723078219315,0.004223568165665039,0.4722332845730047,1.1794239314045232,0.002566703197313866,0.4681268692328754,27,0,0,0,6,27,48
"Atlantic salmon, PROCESS Baking",1.2933563654606215,2.8903717578961645,0.0295588022415444,3.332204510175204,2.606231553765013,5.585106183022603,6.033771153332427,0.17969907346952982,0.14224333322654414,0.24126409242740463,0.02844861617137019,0.004421638703249106,0.4722332845730047,1.2655381599840907,0.002566703197313866,0.4446858212614457,27,9,0,0,6,27,48
"Atlantic salmon, PROCESS Cooking in water",1.3069805544001651,2.917770732084279,0.0295588022415444,3.3381392456950185,2.531578169097147,5.5928509139489195,5.965719297356124,0.1568816412327379,0.14956877032214666,0.2447745714405044,0.026641930946421175,0.003923957864299014,0.42090091623800363,1.3483328548327718,0.002566703197313866,0.46058440732924394,27,11,0,0,6,27,48
"Atlantic salmon, PROCESS Curing",1.1631508098056809,3.295836866004329,0.05826890812397577,3.2188758248682006,2.3513752571634776,5.351858133476067,5.69035945432406,0.07696104113612832,0.16551443847757338,0.33647223662121295,0.025667746748577788,0.004987541511039074,0.4722332845730047,0.0,0.002566703197313866,0.33647223662121295,27,12,0,0,6,27,48
"Atlantic salmon, PROCESS Frying",1.2809338454620642,3.005682604407159,0.06494468864038216,3.286267414988178,2.606231553765013,5.533163602121635,6.009514939857358,0.23337672759423875,0.13665151996076624,0.2524249225649332,0.027906953253007877,0.004048934846286546,0.4722332845730047,1.2933563654606215,0.005305898790181402,0.4054651081081644,27,14,0,0,6,27,48
"Atlantic salmon, PROCESS Preserving with salt",1.1631508098056809,2.917770732084279,0.03295110013968589,3.349904087274605,2.4834333427818165,5.455321115357702,5.938854596835685,0.2303177550622101,0.126632650933366,0.2738366656297279,0.025667746748577788,0.003726381740813754,0.4722332845730047,1.1504929105450985,0.002566703197313866,0.18813794211539445,27,16,0,0,6,27,48
"Atlantic salmon, PROCESS Steaming",1.3069805544001651,2.664794692431253,0.027615167032973363,3.2946015353963363,2.531578169097147,5.621004548198508,5.980993247240686,0.11879839302245787,0.17311261770864475,0.35790751734127796,0.02371652661731604,0.0036416943079630327,0.42264993286226527,1.2812115846667382,0.002566703197313866,0.39776890147369404,27,18,0,0,6,27,48
"Atlantic salmon, PROD Farmed / cultivated / aquaculture",0.0,2.2700619012884857,0.08342160813907239,3.2068032436339315,2.589491864978075,5.288267030694535,5.717027701406222,0.08434114843375087,0.24920108563349938,0.36672427979173383,0.022054990780831327,0.005017391811783071,0.4722332845730047,1.3376291891386096,0.002566703197313866,0.4643627493556498,27,19,0,0,6,27,48
"Atlantic salmon, STATE Primal cuts / fillets / halves or quarters",1.1631508098056809,2.833213344056216,0.05826890812397577,3.258096538021482,2.4595888418037104,5.484796933490655,5.968707559985366,0.12221763272424921,0.20701416938432615,0.33647223662121295,0.025667746748577788,0.003992021269537453,0.4722332845730047,0.0,0.003952179838427977,0.33647223662121295,27,29,0,0,6,27,48
Aubergines,0.09531017980432487,2.423537703411708,0.056380333436107634,2.649209701079277,0.6330179717205195,3.091042453358316,5.327182446944208,0.036469679781391415,0.037295784743696894,0.29904583110209604,0.0007996801705643322,0.0,0.07616707523495182,0.0295588022415444,0.0009995003330835331,0.13941405578267813,28,0,0,0,19,35,172
"Aubergines, PROCESS Baking",0.032467190137501496,3.0845277723371223,0.08157998699242287,2.659260036932778,0.8232351514067076,3.3224633411196516,5.288988271259519,0.06779215091043256,0.05961570967435449,0.2776317365982795,0.000499875041651048,0.0,0.09660803851992482,0.2467038157232228,0.0009995003330835331,0.10049153854632245,28,9,0,0,19,35,172
"Aubergines, PROCESS Cooking in water",0.032467190137501496,2.5199979695992702,0.057459955673227224,2.436116485618568,0.6747649725618958,2.841581593726733,5.139991315310298,0.0665899868706411,0.05813412815207553,0.2783890255401883,0.0008567757199817669,0.0,0.09140646632385152,0.3676478540896627,0.0009995003330835331,0.0877491999693949,28,11,0,0,19,35,172
"Aubergines, PROCESS Frying",1.7404661748405046,2.5583341183428177,0.02131408950348317,2.3426296425251043,0.3893357261782807,3.2268439945173775,5.096201182425903,0.01769957709940092,0.01833095668472346,0.2883961031854379,0.0005998200719676155,0.0,0.06069184644756501,1.472472057360943,0.016266972463871966,0.10281441996246213,28,14,0,0,19,35,172
"Aubergines, PROCESS Steaming",0.032467190137501496,2.575878427993727,0.07099087414962452,2.6390573296152584,0.6130211360806603,3.0713696877596113,5.385150156163319,0.04674726253963174,0.03784614249011469,0.3606669652082698,0.0009995003330835331,0.0,0.06364526516035618,0.032467190137501496,0.0009995003330835331,0.11332868530700319,28,18,0,0,19,35,172
Avocados,0.9932517730102834,2.583458323516496,0.22314355131420976,3.3682805666490134,0.9488962059087171,3.721554062926776,6.147857608875767,0.13190507087993858,0.08052610730062448,0.46193545459622537,0.0007482913887240963,0.0,0.2988339442488825,1.4431471727126735,0.013902905168991423,0.3620935699655913,29,0,0,0,8,33,116
Azuki beans (dry),0.262364264467491,4.684773236587058,0.6261309257071586,4.9185200051884514,1.9769934474690445,6.023793434223342,6.5245058508019955,0.18659811356121486,0.37717340751605727,1.843673999180255,0.001998002662673056,0.0,0.34358970439007697,0.4510756193602166,0.0,1.6707211408509988,30,0,0,0,12,39,154
"Azuki beans (dry), PROCESS Baking",0.45298462407614076,4.718498871295094,0.5596157879354227,4.9185200051884514,1.9655727105203236,6.115892125483034,6.5245058508019955,0.16466662155523387,0.37717340751605727,2.0860446928134078,0.0,0.0,0.31990721974651787,0.45298462407614076,0.0,1.4600093989421714,30,9,0,0,12,39,154
"Azuki beans (dry), PROCESS Cooking in water",0.1889660995126232,3.670860948611258,0.26016404355788864,4.075113200294213,1.1760141497364371,5.137477698569982,6.19644412779452,0.061632517080659,0.14903557916048787,1.185881568905774,0.0009995003330835331,0.0,0.10616019582839065,0.18896609951262322,0.0,0.9228406627378877,30,11,0,0,12,39,154
"Azuki beans (dry), PROCESS Steaming",0.1889660995126232,3.670860948611258,0.26016404355788864,4.075113200294213,1.1760141497364371,5.137477698569982,6.19644412779452,0.061632517080659,0.14903557916048787,1.185881568905774,0.0009995003330835331,0.0,0.10616019582839065,0.18896609951262322,0.0,0.9228406627378877,30,18,0,0,12,39,154
Bacon,0.4054651081081644,2.005333569526114,0.056920290252682214,2.8581108956779433,2.165324305835055,4.959843127256151,5.428091710294847,0.1325308922909391,0.37717340751605727,0.5343189111815759,0.007372754329413084,0.0010423137451049435,0.3459172872857722,0.1854416841301983,0.0,0.9170904120447194,31,0,0,0,13,55,156
"Bacon, PROCESS Baking",0.262364264467491,1.6094379124341003,0.051507557145931936,3.091042453358316,2.217416173480899,4.994312320064325,5.582959107586937,0.17263190624643737,0.37717340751605727,0.6079782610467985,0.009950330853168083,0.0011422045787770104,0.3146021675168246,0.16839165126045666,0.0,1.0586827529308742,31,9,0,0,13,55,156
"Bacon, PROCESS Cooking in water",0.28065745751481647,1.8607523407150064,0.0657877405380031,3.3063632789913164,2.232591721173511,5.421166910825699,5.828525361247644,0.1851746257763611,0.37717340751605727,0.8140997909776079,0.0,0.0011564738833626934,0.3550736625717585,0.22282350010328444,0.0,1.2982824837966773,31,11,0,0,13,55,156
"Bacon, PROCESS Frying",0.5306282510621704,2.7814776696570274,0.1136500622313354,2.834892605575936,2.0462540207378117,5.136134515023514,5.5982102963877844,0.13777238688177715,0.37717340751605727,0.5909562396633982,0.010821238631583319,0.0007425813610589969,0.24126409242740463,0.33647223662121295,0.0,0.9616464335949523,31,14,0,0,13,55,156
"Bacon, PROCESS Steaming",0.28065745751481647,1.8607523407150064,0.0657877405380031,3.3063632789913164,2.232591721173511,5.421166910825699,5.828525361247644,0.1851746257763611,0.37717340751605727,0.8140997909776079,0.0,0.0011564738833626934,0.3550736625717585,0.22282350010328444,0.0,1.2982824837966773,31,18,0,0,13,55,156
Baking yeast,0.18232155679395465,3.80029304148484,0.3106310054373255,4.7815215757955425,2.606231553765013,6.154615419744767,6.5245058508019955,0.41314979086671205,0.37717340751605727,2.1550789558854557,0.0035650661644961576,0.00029995500899797546,0.4722332845730047,0.09531017980432487,0.0,1.727842976812722,32,0,0,0,0,44,155
Baklava,1.791759469228055,4.196127256532043,0.29096240057335104,4.110873864173311,1.0750999316829464,4.718498871295094,5.313205979041787,0.12499506160223625,0.06471707662416286,0.8417518976819455,0.0021975835434872217,0.0,0.11689375147149933,1.7847852054907187,0.008959741371471902,0.6207300857593571,33,0,0,0,10,26,153
Bamboo shoots,0.18232155679395465,2.6390573296152584,0.22314355131420976,1.455287232606842,0.7095125346462096,3.828641396489095,6.150602768446279,0.06364526516035618,0.09660803851992482,0.4610349592629751,0.0009995003330835331,0.0,0.09531017980432487,0.262364264467491,0.004987541511039074,0.18232155679395465,34,0,0,0,19,12,203
"Bamboo shoots, PROCESS Cooking in water",0.4700036292457356,2.8743714165497236,0.19603659797591974,1.2729656758128876,0.613562701217103,3.8161412337248635,6.016505531065751,0.057594826534582116,0.0940106344622393,0.38341424112835404,0.0009995003330835331,0.0,0.10294331085649892,0.3582337284027256,0.004987541511039074,0.4900688271092634,34,11,0,0,19,12,203
"Bamboo shoots, PROCESS Frying",0.18232155679395465,4.055257173514054,0.10436001532424277,2.1972245773362196,0.48057258059496977,3.4372078191851885,5.765191102784844,0.07232066157962612,0.0344014267173324,0.33647223662121295,4.5998942032444214e-05,0.0,0.08617769624105233,0.18232155679395465,0.0,0.09531017980432487,34,14,0,0,19,12,203
"Bamboo shoots, PROCESS Steaming",0.4700036292457356,2.8743714165497236,0.19603659797591974,1.2729656758128876,0.613562701217103,3.8161412337248635,6.016505531065751,0.057594826534582116,0.0940106344622393,0.38341424112835404,0.0009995003330835331,0.0,0.10294331085649892,0.3582337284027256,0.004987541511039074,0.4900688271092634,34,18,0,0,19,12,203
Barbecue or steak sauces,0.0,3.1179499062782403,0.15819961467354485,3.126760535960395,0.8585768696836817,3.3463891451671604,5.535758222563071,0.02839307450121789,0.04420825466432037,0.6033318762375813,0.0012991557316200499,0.0,0.0743650819553068,0.7599643535972626,0.0,0.20766436446574968,35,0,0,0,16,18,190
Barley flour,0.262364264467491,3.500827222610997,0.44468582126144574,4.849795626118201,2.1666017171222363,5.86606328056671,6.0330862217988015,0.09140646632385152,0.22542665732877834,1.7047480922384253,0.0031664101993098045,0.0,0.23450730996452485,0.2546422183735807,0.0009995003330835331,1.33500106673234,36,0,0,0,10,14,22
